Program ID,Broad Field,Field,Institution Name,Program Name,Orientation for New Graduate Students,International Student Orientation,Language Screening / Support Prior to Teaching,Instruction in Writing,Instruction in Statistics,Prizes / Awards for Teaching or Research,Assistance / Training in Proposal Writing,On-campus Graduate Research Conferences,Formal Training in Academic Integrity,Active Graduate Student Association,Staff Assigned to the Graduate Student Association,Financial Support for the Graduate Student Association,Posted Academic Grievance Procedure,Dispute Resolution Procedure,Regular Graduate Programs Directors / Coordinators Meetings,Annual Review of All Enrolled Doctoral Students,Organized Training to Help Students Improve Teaching Skills,Travel Support to Attend Professional Meetings,Count of Student Activities
20048644,Agricultural Sciences,Nutrition,University of Alabama At Birmingham,Nutrition Sciences,3,1,4,4,4,2,2,1,1,1,1,1,1,1,3,2,1,3,15
20012670,Agricultural Sciences,Nutrition,Rutgers The State University of New Jersey New Brunswick Campus,Nutritional Sciences,3,1,1,4,1,1,3,4,1,3,4,1,1,1,1,2,1,3,15
20034182,Agricultural Sciences,Nutrition,University of Arizona,Nutritional Science,3,1,1,1,4,3,1,3,3,1,1,1,3,3,3,2,3,3,17
20029744,Agricultural Sciences,Nutrition,Tufts University,Nutrition,3,3,3,1,3,2,3,3,3,3,2,2,3,3,2,2,1,3,18
20061090,Agricultural Sciences,Nutrition,University of California-Berkeley,Molecular and Biochemical Nutrition,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20067337,Agricultural Sciences,Nutrition,University of California-Davis,Nutritional Biology (Nutrition),3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20024192,Agricultural Sciences,Nutrition,University of Connecticut,Nutritional Science PhD,3,3,1,4,4,2,2,2,3,3,4,1,1,1,3,1,1,3,15
20013132,Agricultural Sciences,Nutrition,University of Florida,Food Science and Human Nutrition: Nutritional Sciences,3,1,1,1,4,1,2,1,2,1,1,1,1,1,1,2,1,3,17
20019725,Agricultural Sciences,Nutrition,University of Georgia,Foods & Nutrition,3,3,1,3,3,1,3,3,3,3,3,3,3,3,3,3,1,3,18
20042909,Agricultural Sciences,Nutrition,University of Illinois At Chicago,Human Nutrition,2,4,3,1,4,1,2,1,1,1,1,1,1,1,3,3,1,3,16
20039226,Agricultural Sciences,Nutrition,University of Illinois At Urbana-Champaign,Nutritional Science,2,1,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,18
20028318,Agricultural Sciences,Nutrition,University of Kentucky,Nutritional Sciences,3,3,1,1,4,1,1,3,3,3,3,3,1,1,1,3,1,3,17
20050438,Agricultural Sciences,Nutrition,University of Maryland College Park,Nutrition,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,18
20017112,Agricultural Sciences,Nutrition,University of Nebraska - Lincoln,Nutrition,3,,1,4,4,1,1,1,1,1,1,1,1,1,3,2,1,2,15
20045456,Agricultural Sciences,Nutrition,University of North Carolina At Chapel Hill,Nutrition,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20040150,Agricultural Sciences,Nutrition,University of Minnesota-Twin Cities,Nutrition,3,3,3,1,,3,2,2,3,3,3,3,3,3,3,3,1,3,17
20070722,Agricultural Sciences,Nutrition,University of North Carolina At Greensboro,Nutrition,3,1,1,1,4,3,3,1,1,3,1,3,3,3,3,2,1,3,17
20065083,Agricultural Sciences,Nutrition,University of Rhode Island,Nutrition & Food Sciences,1,4,1,1,4,1,1,1,1,1,4,4,1,1,1,3,1,1,14
20032838,Agricultural Sciences,Nutrition,University of Southern Mississippi,Nutrition & Food Systems,3,1,1,,1,1,2,1,,1,1,1,1,1,1,2,3,3,16
20045951,Agricultural Sciences,Nutrition,University of Tennessee,Nutrition,3,1,1,4,1,3,2,1,2,3,1,2,1,1,3,4,3,3,16
20061744,Agricultural Sciences,Nutrition,University of Texas At Austin,Nutritional Sciences,1,1,1,1,4,1,1,3,1,1,1,1,1,1,1,2,1,1,17
20059866,Agricultural Sciences,Nutrition,University of Washington,Nutritional Sciences,3,1,1,1,1,3,3,3,1,3,4,2,3,3,3,2,1,3,17
20030940,Agricultural Sciences,Nutrition,University of Wisconsin-Madison,Nutritional Sciences,3,3,3,1,2,3,3,3,3,3,3,3,3,3,3,2,3,3,18
20062727,Agricultural Sciences,Nutrition,Utah State University,Nutrition and Food Sciences (AG),,,,,,,,,,,,,,,,,,,
20044622,Agricultural Sciences,Nutrition,Virginia Polytechnic Institute And State University,"Human Nutrition, Foods and Exercise",3,1,1,1,1,3,4,3,4,1,1,1,1,1,3,3,1,3,16
20058472,Agricultural Sciences,Nutrition,Washington State University,Graduate Program in Nutrition,3,3,1,1,1,3,3,3,3,3,1,1,3,3,3,3,1,3,18
20021399,Agricultural Sciences,Nutrition,Wayne State University,Nutrition and Food Science,1,1,1,1,,1,2,1,3,1,1,1,1,1,1,2,1,3,17
20037752,Agricultural Sciences,Plant Sciences,Auburn University,Agronomy and Soils,1,1,1,4,,3,4,1,4,1,,2,1,1,4,3,,2,11
20037914,Agricultural Sciences,Plant Sciences,Auburn University,Horticulture,2,,,,,,,,,,,,,,,,,2,2
20038023,Agricultural Sciences,Plant Sciences,Auburn University,Plant Pathology,1,1,1,4,4,3,2,1,,3,4,3,1,1,1,2,4,3,13
20017963,Agricultural Sciences,Plant Sciences,Claremont Graduate University,Botany,3,1,4,1,4,1,2,1,4,3,1,1,1,3,1,2,1,,14
20016870,Agricultural Sciences,Plant Sciences,Clemson University,Plant and Environmental Sciences,1,1,1,1,4,1,3,1,4,1,1,1,1,1,1,2,4,2,15
20056377,Agricultural Sciences,Plant Sciences,Colorado State University,Horticulture,1,1,4,4,4,4,3,3,2,1,4,4,3,3,3,2,1,2,12
20015855,Agricultural Sciences,Plant Sciences,Cornell University,Horticulture,3,1,1,1,1,3,3,2,4,3,1,3,1,1,1,2,3,3,17
20016061,Agricultural Sciences,Plant Sciences,Cornell University,Plant Breeding,3,1,1,1,1,3,3,2,4,3,1,3,1,1,1,2,1,3,17
20016058,Agricultural Sciences,Plant Sciences,Cornell University,Plant Biology,3,1,1,1,1,3,3,2,4,3,3,3,1,1,1,2,3,3,17
20016074,Agricultural Sciences,Plant Sciences,Cornell University,Plant Pathology,2,4,4,4,4,2,3,4,2,2,4,4,4,4,,2,,,6
20016155,Agricultural Sciences,Plant Sciences,Cornell University,Soil and Crop Sciences,3,1,1,1,1,3,3,2,3,3,3,1,1,1,3,2,1,3,18
20046581,Agricultural Sciences,Plant Sciences,Indiana University At Bloomington,Plant Sciences,3,3,1,3,1,3,3,3,2,1,3,1,3,3,2,3,3,3,18
20016388,Agricultural Sciences,Plant Sciences,Iowa State University,Crop Production & Physiology,3,3,1,1,4,1,4,4,1,3,3,1,1,1,3,2,1,1,15
20016508,Agricultural Sciences,Plant Sciences,Iowa State University,Horticulture,3,1,1,3,4,1,2,4,1,3,3,1,1,1,3,4,3,3,15
20016663,Agricultural Sciences,Plant Sciences,Iowa State University,Plant Breeding,3,3,1,1,4,1,4,4,1,3,3,1,1,1,3,2,1,1,15
20016676,Agricultural Sciences,Plant Sciences,Iowa State University,Plant Pathology,1,1,1,1,4,3,4,2,1,3,1,3,3,3,3,2,1,3,16
20016689,Agricultural Sciences,Plant Sciences,Iowa State University,Plant Physiology,3,3,1,1,4,3,4,4,1,3,1,1,1,1,1,2,1,1,15
20028486,Agricultural Sciences,Plant Sciences,Kansas State University,Agronomy and Crop Sciences,3,1,1,3,1,3,1,1,1,3,1,3,1,1,1,3,3,3,18
20028635,Agricultural Sciences,Plant Sciences,Kansas State University,Horticultural Science,3,3,1,3,3,2,3,1,3,3,2,3,3,3,1,2,2,3,18
20028703,Agricultural Sciences,Plant Sciences,Kansas State University,Plant Pathology,3,3,1,1,1,3,1,1,4,2,2,2,3,3,3,2,1,2,17
20057952,Agricultural Sciences,Plant Sciences,Louisiana State University And Agricultural And Mechanical College,Agronomy,3,1,1,1,1,1,1,4,1,1,1,4,1,1,3,4,1,2,15
20058155,Agricultural Sciences,Plant Sciences,Louisiana State University And Agricultural And Mechanical College,Horticulture,3,1,1,1,1,1,3,4,1,1,1,4,1,1,1,4,1,2,15
20058236,Agricultural Sciences,Plant Sciences,Louisiana State University And Agricultural And Mechanical College,Plant Health,3,1,3,1,3,3,3,4,3,3,3,2,1,1,3,2,1,2,17
20046866,Agricultural Sciences,Plant Sciences,Michigan State University,Crop and Soil Sciences,3,3,3,1,1,1,3,2,1,3,3,3,3,3,3,3,3,3,18
20047014,Agricultural Sciences,Plant Sciences,Michigan State University,Horticulture,3,1,1,1,1,3,3,2,3,3,3,1,3,3,3,3,1,3,18
20047179,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Biology,3,1,1,1,1,3,1,2,1,3,3,3,3,3,3,3,1,3,18
20047182,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Breeding & Genetics,3,1,1,3,3,3,3,4,1,1,1,1,1,3,3,3,1,1,17
20024370,Agricultural Sciences,Plant Sciences,Mississippi State University,Agronomy (degree: PhD in Agricultural Sciences),1,1,1,1,2,4,4,4,4,1,4,1,1,1,1,2,1,2,13
20047195,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Pathology,3,1,1,1,1,1,1,4,1,3,3,3,3,3,1,3,1,3,17
20024503,Agricultural Sciences,Plant Sciences,Mississippi State University,Horticulture (degree: PhD in Agricultural Sciences),1,1,1,1,2,4,4,4,4,1,4,1,1,1,1,2,1,2,13
20024590,Agricultural Sciences,Plant Sciences,Mississippi State University,Weed Science (degree: PhD in Agricultural Sciences),1,1,1,1,2,4,4,4,4,1,4,1,1,1,1,2,1,2,13
20060211,Agricultural Sciences,Plant Sciences,Montana State University - Bozeman,Plant Science,3,1,1,1,4,1,1,4,4,1,4,4,1,3,3,1,1,2,13
20062293,Agricultural Sciences,Plant Sciences,New Mexico State University Main Campus,Plant and Environmental Sciences,3,1,1,4,4,4,2,1,4,3,4,4,1,1,4,2,1,1,11
20041311,Agricultural Sciences,Plant Sciences,North Carolina State University,Botany,3,1,3,1,1,3,3,3,3,3,3,3,1,3,3,2,3,3,18
20041382,Agricultural Sciences,Plant Sciences,North Carolina State University,Crop Science,3,1,3,1,1,3,1,3,3,3,1,3,1,1,3,4,1,3,17
20041476,Agricultural Sciences,Plant Sciences,North Carolina State University,Horticultural Science,3,1,1,1,1,1,1,1,1,3,1,1,1,1,3,4,1,3,17
20041612,Agricultural Sciences,Plant Sciences,North Carolina State University,Plant Pathology,3,1,1,1,1,3,1,3,3,3,1,3,3,3,3,2,1,3,18
20026912,Agricultural Sciences,Plant Sciences,North Dakota State University Main Campus,Plant Pathology,1,1,,1,1,,1,4,1,3,4,4,1,1,1,2,1,3,13
20026925,Agricultural Sciences,Plant Sciences,North Dakota State University Main Campus,Plant Sciences,3,3,1,1,4,,2,1,3,3,2,3,3,3,2,3,2,3,16
20029090,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Horticulture and Crop Science,3,1,1,1,3,1,1,3,1,1,1,1,1,1,3,3,1,3,18
20029281,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Plant Pathology,3,1,1,1,1,1,1,3,1,3,1,3,3,3,3,3,3,3,18
20070612,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Plant Cellular and Molecular Biology Program,1,1,3,3,1,3,3,3,3,3,1,3,1,3,3,3,3,3,18
20013815,Agricultural Sciences,Plant Sciences,Ohio University Main Campus,Environmental and Plant Biology,3,1,1,1,4,1,4,3,4,1,4,1,3,3,1,2,3,3,14
20041939,Agricultural Sciences,Plant Sciences,Oklahoma State University Main Campus,Crop Science,3,1,1,1,3,3,1,1,1,3,1,3,1,3,1,2,1,3,18
20042080,Agricultural Sciences,Plant Sciences,Oklahoma State University Main Campus,Plant Pathology,3,1,2,4,4,3,2,1,2,3,4,4,1,1,1,4,1,3,13
20018551,Agricultural Sciences,Plant Sciences,Oregon State University,Crop Science,3,3,1,3,1,1,2,3,4,1,4,4,1,3,4,2,2,3,14
20018548,Agricultural Sciences,Plant Sciences,Oregon State University,Botany and Plant Pathology,3,1,1,3,1,1,2,1,2,3,4,2,3,3,4,2,2,3,16
20018645,Agricultural Sciences,Plant Sciences,Oregon State University,Horticulture,1,1,1,1,1,3,4,1,4,3,4,4,1,1,4,2,4,3,12
20063250,Agricultural Sciences,Plant Sciences,Oregon State University,Rangeland Ecology and Management,3,3,1,3,3,3,4,3,4,1,4,4,3,3,4,2,4,3,12
20031486,Agricultural Sciences,Plant Sciences,Penn State University,Horticulture,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,18
20031703,Agricultural Sciences,Plant Sciences,Penn State University,Plant Biology,2,1,1,3,1,1,3,1,3,1,1,1,3,3,3,3,3,1,18
20031716,Agricultural Sciences,Plant Sciences,Penn State University,Plant Pathology,2,1,3,1,1,3,3,3,3,3,1,1,3,3,3,3,1,3,18
20055608,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Agronomy- Crops & Genetic,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,18
20055695,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Botany & Plant Pathology,3,3,1,1,1,3,1,3,1,3,1,1,1,1,3,3,1,3,18
20055912,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Horticulture,3,3,1,1,1,3,3,3,3,3,1,3,3,3,3,3,3,3,18
20012764,Agricultural Sciences,Plant Sciences,Rutgers The State University of New Jersey New Brunswick Campus,Plant Biology,3,1,1,4,1,3,3,2,3,3,2,3,3,3,1,2,1,3,17
20040561,Agricultural Sciences,Plant Sciences,Southern Illinois University Carbondale,Plant Biology,1,1,3,4,4,3,2,1,1,3,3,1,1,3,4,2,1,3,15
20021755,Agricultural Sciences,Plant Sciences,Texas A & M University,Horticulture,3,1,3,4,4,3,1,1,3,3,3,3,3,3,3,3,1,2,16
20021768,Agricultural Sciences,Plant Sciences,Texas A & M University,Plant Pathology,3,1,1,1,,4,4,1,3,3,4,2,3,3,4,3,1,3,13
20021797,Agricultural Sciences,Plant Sciences,Texas A & M University,Agronomy,,,,,,,,,,,,,,,,,,,0
20022262,Agricultural Sciences,Plant Sciences,Texas A & M University,Plant Breeding,,,,,,,,,,,,,,,,,,,0
20034250,Agricultural Sciences,Plant Sciences,University of Arizona,Plant Pathology,3,3,3,1,4,1,3,3,3,3,1,3,3,3,3,2,1,3,17
20034263,Agricultural Sciences,Plant Sciences,University of Arizona,Plant Science,3,3,3,1,4,1,3,3,3,3,1,3,3,3,3,2,1,3,17
20013747,Agricultural Sciences,Plant Sciences,University of Arkansas Main Campus,Plant Science,1,1,1,1,4,2,2,1,3,1,1,1,3,3,4,3,1,3,16
20061171,Agricultural Sciences,Plant Sciences,University of California-Berkeley,Plant Biology,3,3,1,3,1,3,3,3,1,3,1,3,3,3,3,3,3,3,18
20067382,Agricultural Sciences,Plant Sciences,University of California-Davis,Plant Biology,3,1,1,1,1,1,1,3,3,3,3,3,1,1,3,3,3,1,18
20067395,Agricultural Sciences,Plant Sciences,University of California-Davis,Plant Pathology,3,1,1,1,1,1,1,3,1,3,3,3,3,3,1,3,1,3,18
20048916,Agricultural Sciences,Plant Sciences,University of California-Riverside,Plant Biology,3,1,1,4,4,3,3,3,4,3,1,3,1,3,3,3,1,3,15
20048929,Agricultural Sciences,Plant Sciences,University of California-Riverside,Plant Pathology,3,1,1,4,4,1,2,4,2,3,1,3,1,1,3,3,1,3,15
20024286,Agricultural Sciences,Plant Sciences,University of Connecticut,Plant Science PhD,1,1,,4,2,2,2,2,3,3,4,1,1,1,3,3,3,3,15
20012308,Agricultural Sciences,Plant Sciences,University of Delaware,Plant and Soil Sciences,1,1,1,1,1,3,3,3,3,3,2,2,1,1,2,3,1,3,18
20012913,Agricultural Sciences,Plant Sciences,University of Florida,Agronomy,3,1,1,1,1,1,3,3,3,1,1,1,3,3,1,3,1,3,18
20012968,Agricultural Sciences,Plant Sciences,University of Florida,Botany,1,1,1,1,,1,4,1,,1,1,1,1,1,1,2,1,1,15
20013190,Agricultural Sciences,Plant Sciences,University of Florida,Horticultural Science,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,18
20013417,Agricultural Sciences,Plant Sciences,University of Florida,Plant Molecular and Cellular Biology,1,1,1,1,3,1,3,1,1,1,1,1,1,1,1,2,1,1,18
20013420,Agricultural Sciences,Plant Sciences,University of Florida,Plant Pathology,3,1,1,1,4,3,4,1,4,3,1,1,1,1,1,2,1,3,15
20019550,Agricultural Sciences,Plant Sciences,University of Georgia,Agronomy,3,1,1,1,1,3,1,1,3,3,1,3,1,1,1,3,1,3,18
20019783,Agricultural Sciences,Plant Sciences,University of Georgia,Horticulture,1,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,3,18
20019916,Agricultural Sciences,Plant Sciences,University of Georgia,Plant Biology,3,1,1,3,1,3,3,3,1,3,1,3,1,3,3,3,3,3,18
20019929,Agricultural Sciences,Plant Sciences,University of Georgia,Plant Pathology,3,3,1,1,1,3,3,3,1,3,3,3,3,3,3,3,1,3,18
20014681,Agricultural Sciences,Plant Sciences,University of Hawaii At Manoa,Botany,1,1,1,4,4,3,2,,2,1,1,1,1,1,2,2,3,1,15
20014953,Agricultural Sciences,Plant Sciences,University of Hawaii At Manoa,Tropical Plant & Soil Sciences,1,1,1,4,4,1,2,3,3,1,1,1,1,1,2,2,1,1,16
20067683,Agricultural Sciences,Plant Sciences,University of Idaho,Plant Science,3,1,1,1,2,3,1,1,4,3,1,3,3,3,4,4,1,3,15
20038832,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Biology-Physiological and Molecular Plant Biology,4,1,3,1,1,3,4,2,2,2,4,2,3,3,3,2,1,3,15
20038942,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Crop Sciences,2,1,3,1,3,1,4,4,4,2,4,4,1,3,3,4,1,3,12
20039190,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Natural Resources and Environmental Science,2,3,3,1,1,3,2,2,2,2,2,2,3,3,3,2,3,3,18
20039268,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Plant Biology,4,1,3,1,1,3,4,2,2,2,4,2,3,3,3,2,1,3,15
20028156,Agricultural Sciences,Plant Sciences,University of Kentucky,Crop Science,3,1,1,1,4,1,1,1,1,1,1,1,1,1,3,3,1,3,17
20028392,Agricultural Sciences,Plant Sciences,University of Kentucky,Plant Pathology,3,1,1,1,2,3,1,3,3,3,1,1,3,1,1,1,1,1,18
20028402,Agricultural Sciences,Plant Sciences,University of Kentucky,Plant Physiology,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,17
20050409,Agricultural Sciences,Plant Sciences,University of Maryland College Park,Natural Resource Sciences,3,1,1,1,4,3,2,3,1,1,1,3,3,3,3,4,1,3,16
20048123,Agricultural Sciences,Plant Sciences,University of Massachusetts Amherst,Plant Biology,3,1,1,4,4,1,3,2,3,1,1,1,1,1,3,2,1,3,16
20048136,Agricultural Sciences,Plant Sciences,University of Massachusetts Amherst,Plant and Soil Sciences,3,3,1,4,4,3,3,4,1,1,1,1,1,1,3,4,3,3,14
20039624,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Applied Plant Sciences,3,1,1,1,,1,,,1,3,,1,1,1,1,1,1,,13
20040202,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Plant Biological Sciences,3,3,3,3,1,3,2,3,3,3,3,3,3,3,3,2,1,3,18
20025544,Agricultural Sciences,Plant Sciences,University of Missouri - Columbia,"Plant, Insect and Microbial Sciences",3,1,1,2,4,1,3,1,3,3,1,3,1,1,3,3,1,3,17
20040215,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Plant Pathology,3,3,4,1,1,2,2,3,3,3,2,2,3,3,2,2,1,2,17
20017125,Agricultural Sciences,Plant Sciences,University of Nebraska - Lincoln,Agronomy,3,1,1,4,4,3,3,1,1,3,3,3,1,1,3,2,1,2,16
20017138,Agricultural Sciences,Plant Sciences,University of Nebraska - Lincoln,Plant Systems Biology,3,1,1,4,4,3,1,3,3,3,3,3,1,1,3,2,3,2,16
20050700,Agricultural Sciences,Plant Sciences,University of New Hampshire,Plant Biology,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,3,4,1,13
20045980,Agricultural Sciences,Plant Sciences,University of Tennessee,"Plants, Soils, and Insects",3,3,4,4,4,2,4,4,4,3,4,3,3,3,4,2,4,3,9
20061809,Agricultural Sciences,Plant Sciences,University of Texas At Austin,Plant Biology,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,2,3,3,18
20030296,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Agronomy,1,1,1,1,4,1,1,3,1,3,3,3,3,3,3,2,1,3,17
20030403,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Botany,3,3,3,3,4,3,3,3,1,1,1,1,3,3,1,2,3,3,17
20030720,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Horticulture,1,3,3,3,4,3,3,3,3,3,1,3,3,3,3,4,3,3,16
20030995,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Plant Breeding and Plant Genetics,1,1,1,1,4,1,1,3,1,3,3,3,3,3,3,2,1,3,17
20031004,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Plant Pathology,,,,,,,,,,,,,,,,,,,16
20024723,Agricultural Sciences,Plant Sciences,University of Wyoming,Plant Science,,,,,,,,,,,,,,,,,,,
20062743,Agricultural Sciences,Plant Sciences,Utah State University,Plant Science (AG),2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,18
20044486,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,Crop and Soil Environmental Sciences,3,1,3,1,3,1,2,1,,3,,3,3,3,3,3,1,3,16
20044606,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,Horticulture,1,1,1,1,1,1,2,1,2,3,1,1,1,1,1,3,1,1,18
20044703,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,"Plant Pathology, Physiology and Weed Science",3,1,3,3,2,1,2,3,3,3,1,3,1,1,3,,3,3,17
20058333,Agricultural Sciences,Plant Sciences,Washington State University,Botany,3,1,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,18
20058388,Agricultural Sciences,Plant Sciences,Washington State University,Crop Science,3,3,1,1,1,1,3,1,1,3,3,1,1,3,3,3,3,3,18
20058498,Agricultural Sciences,Plant Sciences,Washington State University,Horticulture,3,1,1,1,1,3,3,1,1,1,1,1,1,1,3,3,1,3,18
20058537,Agricultural Sciences,Plant Sciences,Washington State University,Molecular Plant Sciences,3,1,1,1,1,3,3,3,3,1,1,1,3,3,3,3,1,3,18
20058566,Agricultural Sciences,Plant Sciences,Washington State University,Plant Pathology,3,3,3,1,1,1,3,1,1,3,1,1,1,1,1,3,1,3,18
20070010,Agricultural Sciences,Plant Sciences,Washington University In St. Louis,Plant Biology,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,3,18
20026433,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Baylor College of Medicine,Biochemistry and Molecular Biology,3,3,4,4,1,3,3,1,1,,3,1,1,1,1,3,2,2,15
20026556,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Baylor College of Medicine,Structural & Computational Biology & Molecular Biophysics,3,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,4,15
20059031,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Boston University,"Biochemistry, Biophysics & Molecular Bio, Sch of Medicine",3,3,1,1,2,3,3,3,3,3,1,3,3,3,1,3,2,3,18
20059248,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Boston University,Molecular Bio/Cell Bio/Biochem-Grad Sch of Arts & Sci,3,1,1,4,1,3,1,3,1,3,4,3,3,3,2,2,3,2,16
20034755,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Bowling Green State University,Biological Sciences,3,3,1,3,2,3,2,3,1,3,1,3,1,1,1,2,2,3,18
20025007,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Brandeis University,Biochemistry,3,1,1,1,4,3,3,3,3,1,1,1,1,1,1,3,3,3,17
20025010,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Brandeis University,Biophysics and Structural Biology,3,1,1,1,4,3,3,3,3,1,1,1,1,1,1,3,3,3,17
