Program ID,Broad Field,Field,Institution Name,Program Name,R Rankings:  5th Percentile,R Rankings:  95th Percentile,S Rankings:  5th Percentile,S Rankings:  95th Percentile,Research Activity:  5th Percentile,Research Activity: 95th Percentile,"Student Support
& Outcomes:  5th Percentile","Student Support & Outcomes:  95th
Percentile",Diversity: 5th Percentile,Diversity:  95th Percentile
20047179,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Biology,6,34,5,31,5,43,32,83,48,80
20047182,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Breeding & Genetics,18,67,19,74,21,87,3,60,18,57
20047195,Agricultural Sciences,Plant Sciences,Michigan State University,Plant Pathology,58,101,32,83,45,102,18,82,3,6
20024370,Agricultural Sciences,Plant Sciences,Mississippi State University,Agronomy (degree: PhD in Agricultural Sciences),70,108,71,107,33,98,96,112,44,80
20024503,Agricultural Sciences,Plant Sciences,Mississippi State University,Horticulture (degree: PhD in Agricultural Sciences),112,116,112,116,114,116,83,105,44,79
20024590,Agricultural Sciences,Plant Sciences,Mississippi State University,Weed Science (degree: PhD in Agricultural Sciences),81,112,44,98,27,100,70,104,97,111
20060211,Agricultural Sciences,Plant Sciences,Montana State University - Bozeman,Plant Science,68,106,41,96,38,101,24,87,59,92
20062293,Agricultural Sciences,Plant Sciences,New Mexico State University Main Campus,Plant and Environmental Sciences,75,110,63,102,71,111,7,55,20,47
20041311,Agricultural Sciences,Plant Sciences,North Carolina State University,Botany,36,86,54,99,41,99,46,94,20,56
20041382,Agricultural Sciences,Plant Sciences,North Carolina State University,Crop Science,13,49,40,94,29,94,10,68,81,103
20041476,Agricultural Sciences,Plant Sciences,North Carolina State University,Horticultural Science,32,83,70,106,63,111,27,86,56,88
20041612,Agricultural Sciences,Plant Sciences,North Carolina State University,Plant Pathology,30,83,41,95,25,94,3,68,16,40
20026912,Agricultural Sciences,Plant Sciences,North Dakota State University Main Campus,Plant Pathology,84,110,65,107,47,110,49,85,79,103
20026925,Agricultural Sciences,Plant Sciences,North Dakota State University Main Campus,Plant Sciences,43,95,35,89,46,107,2,27,38,77
20029090,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Horticulture and Crop Science,11,55,22,72,30,98,3,41,7,16
20029281,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Plant Pathology,7,44,6,48,4,43,4,57,69,97
20070612,Agricultural Sciences,Plant Sciences,Ohio State University Main Campus,Plant Cellular and Molecular Biology Program,9,52,5,28,5,42,4,78,34,73
20013815,Agricultural Sciences,Plant Sciences,Ohio University Main Campus,Environmental and Plant Biology,34,80,51,93,46,101,30,91,54,85
20041939,Agricultural Sciences,Plant Sciences,Oklahoma State University Main Campus,Crop Science,61,109,77,109,74,113,56,90,105,112
20042080,Agricultural Sciences,Plant Sciences,Oklahoma State University Main Campus,Plant Pathology,69,104,34,92,31,103,5,35,1,3
20018548,Agricultural Sciences,Plant Sciences,Oregon State University,Botany and Plant Pathology,15,58,14,67,12,74,13,79,80,102
20018551,Agricultural Sciences,Plant Sciences,Oregon State University,Crop Science,37,96,18,71,30,96,11,76,7,24
20018645,Agricultural Sciences,Plant Sciences,Oregon State University,Horticulture,67,107,39,92,41,103,37,93,20,51
20063250,Agricultural Sciences,Plant Sciences,Oregon State University,Rangeland Ecology and Management,101,116,98,114,82,113,94,115,111,115
20031486,Agricultural Sciences,Plant Sciences,Penn State University,Horticulture,54,93,39,93,36,100,33,89,70,98
20031703,Agricultural Sciences,Plant Sciences,Penn State University,Plant Biology,1,13,1,4,1,4,19,76,30,60
20031716,Agricultural Sciences,Plant Sciences,Penn State University,Plant Pathology,26,73,12,56,22,91,1,25,51,87
20055608,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Agronomy- Crops & Genetic,10,61,10,54,21,80,8,69,87,106
20055695,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Botany & Plant Pathology,38,85,49,93,45,102,107,115,86,104
20055912,Agricultural Sciences,Plant Sciences,Purdue University Main Campus,Horticulture,5,29,5,27,6,42,29,79,9,24
20012764,Agricultural Sciences,Plant Sciences,Rutgers The State University of New Jersey New Brunswick Campus,Plant Biology,13,65,42,92,27,90,36,85,44,71
20040561,Agricultural Sciences,Plant Sciences,Southern Illinois University Carbondale,Plant Biology,44,91,28,70,61,102,4,42,54,87
20021755,Agricultural Sciences,Plant Sciences,Texas A & M University,Horticulture,62,96,49,102,49,110,5,51,27,62
20021768,Agricultural Sciences,Plant Sciences,Texas A & M University,Plant Pathology,31,77,47,99,40,104,19,73,66,97
20021797,Agricultural Sciences,Plant Sciences,Texas A & M University,Agronomy,91,114,86,112,37,103,8,53,111,114
20022262,Agricultural Sciences,Plant Sciences,Texas A & M University,Plant Breeding,48,105,47,100,11,78,8,52,46,75
20034250,Agricultural Sciences,Plant Sciences,University of Arizona,Plant Pathology,49,105,49,101,24,95,104,115,4,6
20034263,Agricultural Sciences,Plant Sciences,University of Arizona,Plant Science,8,60,7,43,5,37,83,111,20,53
20013747,Agricultural Sciences,Plant Sciences,University of Arkansas Main Campus,Plant Science,51,92,51,100,45,107,5,47,101,111
20061171,Agricultural Sciences,Plant Sciences,University of California-Berkeley,Plant Biology,1,7,1,6,1,4,26,80,8,23
20067382,Agricultural Sciences,Plant Sciences,University of California-Davis,Plant Biology,1,4,5,30,5,42,78,103,42,72
20067395,Agricultural Sciences,Plant Sciences,University of California-Davis,Plant Pathology,8,36,7,42,4,37,45,86,44,80
20048916,Agricultural Sciences,Plant Sciences,University of California-Riverside,Plant Biology,5,32,14,52,18,73,14,69,8,19
20048929,Agricultural Sciences,Plant Sciences,University of California-Riverside,Plant Pathology,32,86,16,61,19,80,38,98,15,41
20012308,Agricultural Sciences,Plant Sciences,University of Delaware,Plant and Soil Sciences,33,67,18,63,30,91,1,14,59,92
20024286,Agricultural Sciences,Plant Sciences,University of Connecticut,Plant Science PhD,64,98,51,100,44,110,31,84,12,32
20012913,Agricultural Sciences,Plant Sciences,University of Florida,Agronomy,41,85,50,99,36,103,13,67,80,103
20012968,Agricultural Sciences,Plant Sciences,University of Florida,Botany,29,76,44,93,12,64,93,111,34,65
20013190,Agricultural Sciences,Plant Sciences,University of Florida,Horticultural Science,21,82,55,103,14,81,104,113,30,57
20013417,Agricultural Sciences,Plant Sciences,University of Florida,Plant Molecular and Cellular Biology,14,71,23,75,10,60,34,85,10,32
20013420,Agricultural Sciences,Plant Sciences,University of Florida,Plant Pathology,46,88,67,104,40,106,65,102,65,97
20019550,Agricultural Sciences,Plant Sciences,University of Georgia,Agronomy,15,56,10,48,9,62,9,70,106,112
20019783,Agricultural Sciences,Plant Sciences,University of Georgia,Horticulture,53,97,45,90,92,113,9,57,79,103
20019916,Agricultural Sciences,Plant Sciences,University of Georgia,Plant Biology,4,18,4,20,12,60,7,56,19,50
20019929,Agricultural Sciences,Plant Sciences,University of Georgia,Plant Pathology,44,88,14,61,29,99,2,45,13,35
20014953,Agricultural Sciences,Plant Sciences,University of Hawaii At Manoa,Tropical Plant & Soil Sciences,91,112,95,114,62,112,100,113,6,14
20014681,Agricultural Sciences,Plant Sciences,University of Hawaii At Manoa,Botany,64,108,93,113,44,105,89,110,70,99
20067683,Agricultural Sciences,Plant Sciences,University of Idaho,Plant Science,66,102,39,97,24,98,49,92,37,66
20038832,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Biology-Physiological and Molecular Plant Biology,24,74,12,63,8,58,54,103,30,57
20038942,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Crop Sciences,5,38,12,54,10,66,12,57,76,100
20039190,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Natural Resources and Environmental Science,3,33,12,52,20,85,80,106,67,96
20039268,Agricultural Sciences,Plant Sciences,University of Illinois At Urbana-Champaign,Plant Biology,9,45,40,82,12,62,98,114,70,98
20028156,Agricultural Sciences,Plant Sciences,University of Kentucky,Crop Science,87,111,95,113,72,112,102,115,78,104
20028392,Agricultural Sciences,Plant Sciences,University of Kentucky,Plant Pathology,37,91,33,89,29,99,68,103,17,48
20028402,Agricultural Sciences,Plant Sciences,University of Kentucky,Plant Physiology,21,72,19,76,18,92,24,76,20,60
20050409,Agricultural Sciences,Plant Sciences,University of Maryland College Park,Natural Resource Sciences,47,92,66,104,73,112,57,103,19,56
20048123,Agricultural Sciences,Plant Sciences,University of Massachusetts Amherst,Plant Biology,48,97,16,68,5,44,65,103,1,4
20048136,Agricultural Sciences,Plant Sciences,University of Massachusetts Amherst,Plant and Soil Sciences,44,98,80,112,45,106,108,115,81,104
20039624,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Applied Plant Sciences,18,59,25,79,17,77,12,70,51,89
20040202,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Plant Biological Sciences,20,69,20,67,12,58,43,94,25,51
20040215,Agricultural Sciences,Plant Sciences,University of Minnesota-Twin Cities,Plant Pathology,37,82,31,89,21,89,20,88,68,96
20025544,Agricultural Sciences,Plant Sciences,University of Missouri - Columbia,"Plant, Insect and Microbial Sciences",18,68,28,80,21,90,45,94,33,62
20017138,Agricultural Sciences,Plant Sciences,University of Nebraska - Lincoln,Plant Systems Biology,29,71,13,61,15,78,7,72,1,4
20017125,Agricultural Sciences,Plant Sciences,University of Nebraska - Lincoln,Agronomy,10,49,11,54,15,85,13,62,12,33
20050700,Agricultural Sciences,Plant Sciences,University of New Hampshire,Plant Biology,90,112,101,114,80,113,77,109,26,65
20045980,Agricultural Sciences,Plant Sciences,University of Tennessee,"Plants, Soils, and Insects",90,111,81,109,63,111,11,69,112,115
20061809,Agricultural Sciences,Plant Sciences,University of Texas At Austin,Plant Biology,10,61,9,43,9,62,9,56,10,30
20030296,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Agronomy,30,77,16,74,9,81,26,83,100,111
20030403,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Botany,4,42,10,47,13,60,20,75,10,30
20030720,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Horticulture,20,66,26,81,31,99,56,98,95,110
20030995,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Plant Breeding and Plant Genetics,2,10,3,19,3,22,24,78,41,74
20031004,Agricultural Sciences,Plant Sciences,University of Wisconsin-Madison,Plant Pathology,21,76,23,80,14,84,5,57,13,39
20024723,Agricultural Sciences,Plant Sciences,University of Wyoming,Plant Science,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked,Not Ranked
20062743,Agricultural Sciences,Plant Sciences,Utah State University,Plant Science (AG),78,112,54,105,38,107,42,90,115,116
20044486,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,Crop and Soil Environmental Sciences,58,99,32,91,41,109,1,11,112,115
20044606,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,Horticulture,52,90,64,102,93,114,2,37,69,96
20044703,Agricultural Sciences,Plant Sciences,Virginia Polytechnic Institute And State University,"Plant Pathology, Physiology and Weed Science",62,103,45,98,49,110,67,105,7,15
20058333,Agricultural Sciences,Plant Sciences,Washington State University,Botany,21,60,17,58,12,66,10,60,101,110
20058388,Agricultural Sciences,Plant Sciences,Washington State University,Crop Science,31,94,9,48,12,77,34,97,55,90
20058498,Agricultural Sciences,Plant Sciences,Washington State University,Horticulture,74,114,37,98,39,106,30,81,37,73
20058537,Agricultural Sciences,Plant Sciences,Washington State University,Molecular Plant Sciences,4,25,1,10,1,8,6,68,53,85
20058566,Agricultural Sciences,Plant Sciences,Washington State University,Plant Pathology,32,71,15,67,28,95,21,75,40,76
20070010,Agricultural Sciences,Plant Sciences,Washington University In St. Louis,Plant Biology,5,27,2,12,4,34,5,61,51,84
20026433,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Baylor College of Medicine,Biochemistry and Molecular Biology,15,25,3,27,6,45,97,148,12,38
20026556,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Baylor College of Medicine,Structural & Computational Biology & Molecular Biophysics,24,52,5,35,7,59,6,87,97,129
20059031,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Boston University,"Biochemistry, Biophysics & Molecular Bio, Sch of Medicine",50,98,63,138,40,131,114,149,33,81
20059248,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Boston University,Molecular Bio/Cell Bio/Biochem-Grad Sch of Arts & Sci,97,134,124,153,93,146,123,152,61,111
20034755,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Bowling Green State University,Biological Sciences,113,153,118,149,147,155,1,9,31,75
20025007,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Brandeis University,Biochemistry,16,32,18,69,9,50,62,142,23,72
20025010,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Brandeis University,Biophysics and Structural Biology,13,26,27,82,17,65,72,142,82,130
20032919,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",California Institute of Technology,Biochemistry and Molecular Biophysics,8,15,1,17,1,14,10,85,112,142
20019055,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Case Western Reserve University,Biochemistry,36,72,40,112,43,124,110,151,84,124
20019204,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Case Western Reserve University,Molecular Biology and Microbiology,35,90,32,101,43,126,59,144,20,56
20057020,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",City University of New York Grad. Center,Biochemistry,86,142,91,140,124,152,38,128,2,2
20056254,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Colorado State University,Biochemistry,85,124,71,138,37,113,83,140,41,90
20057431,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Columbia University In The City of New York,Biochemistry and Molecular Biophysics,2,12,2,21,1,17,94,146,130,152
20015570,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Cornell University,"Biochemistry, Molecular & Cell Biology",34,70,33,109,29,112,70,136,36,85
20065449,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Cornell University,Weill Graduate School of Medical Sciences - Biochemistry & Structural Biology,35,85,40,112,26,96,25,121,38,86
20065481,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Cornell University,Weill Graduate School of Medical Sciences - Molecular Biology,17,37,7,45,6,45,13,119,31,78
20029838,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Duke University,Biochemistry,21,37,20,77,15,85,22,109,118,146
20027144,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Drexel University,Molecular Pathobiology,86,146,67,143,52,127,6,99,13,42
20019356,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",George Washington University,Biochemistry and Molecular Genetics,65,118,65,135,67,139,9,90,18,61
20022945,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Georgetown University,Biochemistry and Molecular Biology,109,145,63,128,81,145,20,115,13,39
20051424,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Georgia State University,Biology-Molecular Genetics & Biochemistry,123,157,110,154,51,138,131,153,3,8
20065876,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Harvard University,Biophysics,3,15,2,19,5,39,34,120,144,153
20066231,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Harvard University,Molecular and Cellular Biology,2,11,2,21,8,53,7,70,72,116
20025942,Biological and Health Sciences,"Biochemistry, Biophysics, and Structural Biology",Howard University,Biochemistry,130,157,132,152,156,157,15,124,1,1
